0,1,2,3,4,5,6,7,8,9,10
0,597,489,520,439,5,9,13,34,368,30
1,476,597,520,439,489,370,467,343,3,11
2,597,520,489,5,9,439,13,15,34,24
3,476,597,520,489,467,439,5,9,13,24
4,597,520,489,5,9,439,13,15,34,24
5,597,520,489,5,9,439,13,15,34,24
6,476,597,520,439,489,370,467,343,3,11
7,476,597,520,439,489,370,467,343,3,11
8,476,597,520,439,489,370,467,343,3,11
9,489,597,520,467,439,5,9,368,13,57
10,476,597,520,439,489,370,467,343,3,11
11,476,597,520,439,489,370,467,343,3,11
12,476,597,520,439,489,370,467,343,3,11
13,476,597,520,439,489,370,467,343,3,11
14,476,597,520,439,489,370,467,343,3,11
15,476,597,520,439,489,370,467,343,3,11
16,597,520,489,5,9,439,13,15,34,24
17,476,597,520,439,489,370,467,343,3,11
18,476,597,520,439,489,370,467,343,3,11
19,476,597,5,9,13,520,38,34,101,105
20,489,69,57,38,94,5,78,9,105,101
21,597,520,439,489,467,370,3,15,11,55
22,476,597,520,439,489,370,467,343,3,11
23,476,597,520,439,489,370,467,343,3,11
24,476,597,520,439,489,370,467,343,3,11
25,476,597,520,439,489,370,467,343,3,11
26,476,597,520,439,489,370,467,343,3,11
27,597,520,489,5,9,439,13,15,34,24
28,476,597,520,439,489,370,467,343,3,11
29,476,597,489,5,9,13,38,34,30,24
30,476,597,520,439,15,3,11,113,88,370
31,476,597,520,439,489,370,467,343,3,11
32,476,597,520,439,489,370,467,343,3,11
33,476,597,520,439,489,370,467,343,3,11
34,476,597,520,439,489,370,467,343,3,11
35,597,520,439,489,467,11,3,5,55,19
36,476,597,489,520,5,439,9,13,467,30
37,489,69,57,38,94,5,78,9,105,101
38,476,597,520,439,489,370,467,343,3,11
39,476,597,520,439,489,370,467,343,3,11
40,597,520,489,5,9,439,13,15,34,24
41,597,520,489,5,9,439,13,15,34,24
42,476,597,520,439,489,370,467,343,3,11
43,476,597,520,439,489,370,467,343,3,11
44,476,597,520,439,489,370,467,343,3,11
45,597,520,489,5,9,439,13,15,34,24
46,476,597,520,489,467,439,5,9,13,24
47,597,520,489,5,9,439,13,15,34,24
48,476,597,520,439,489,370,467,343,3,11
49,476,597,520,439,489,370,467,343,3,11
50,476,597,520,439,489,370,467,343,3,11
51,476,597,520,439,489,370,467,343,3,11
52,476,597,520,439,489,370,467,343,3,11
53,476,597,520,489,467,439,5,9,13,24
54,476,597,520,439,489,370,467,343,3,11
55,476,597,520,439,489,370,467,343,3,11
56,476,597,520,439,489,370,467,343,3,11
57,476,597,520,439,489,370,467,343,3,11
58,476,489,597,13,24,34,52,101,9,30
59,597,520,489,439,9,368,34,38,201,52
60,476,597,520,439,489,370,467,343,3,11
61,476,597,520,439,489,370,467,343,3,11
62,597,520,489,5,9,439,13,15,34,24
63,489,69,57,38,94,5,78,9,105,101
64,476,597,520,439,489,370,467,343,3,11
65,476,597,520,439,489,370,467,343,3,11
66,476,597,520,439,489,370,467,343,3,11
