0,1,2,3,4,5,6,7,8,9,10
0,25,15,20,24,16,5,9,64,11,101
1,1,810,765,11,16,5,15,20,24,9
2,689,100,676,533,2,816,44,38,113,77
3,911,273,13,3,11,20,15,24,5,16
4,4,548,327,1205,503,416,933,1047,1159,69
5,1872,492,101,11,64,9,5,24,20,15
6,1455,6,680,298,236,193,153,9,15,20
7,634,484,1476,1553,1062,1788,74,7,1646,1667
8,1150,1231,800,1291,298,14,48,0,105,153
9,424,48,0,25,9,16,15,20,24,5
10,1246,34,365,38,205,113,3,11,5,20
11,1763,12,1509,110,57,43,15,20,24,16
12,23,471,605,546,123,1858,1760,1338,1360,171
13,826,718,166,354,19,38,205,11,9,5
14,475,1125,924,1827,1704,703,1322,127,33,205
15,1090,1660,1787,330,240,73,312,77,64,15
16,1031,1324,997,238,1289,453,217,109,300,14
17,10,749,203,77,64,16,24,15,20,5
18,1328,543,802,1148,1255,240,42,102,3,9
19,0,1281,1280,1279,1278,1277,1276,1275,1274,1273
20,946,17,1020,77,9,15,20,24,5,16
21,94,178,16,15,20,5,24,9,64,11
22,1290,954,1091,1314,1141,653,1781,1751,149,399
23,389,255,1480,361,1598,1891,540,93,231,73
24,363,1105,586,1074,434,449,9,16,20,15
25,531,1011,1064,1088,516,1138,1634,1863,646,569
26,926,811,52,458,21,210,57,48,38,135
27,1762,1488,1846,495,667,980,16,24,15,20
28,677,936,1186,3,16,20,15,24,5,9
29,1059,1519,1370,788,366,21,79,312,16,24
30,664,354,19,25,101,16,20,15,24,5
31,13,102,113,101,3,11,9,16,5,20
32,26,1115,1500,394,48,58,9,16,5,20
33,192,1578,691,73,30,58,39,11,64,16
34,748,28,91,256,39,11,24,15,20,5
35,29,168,16,15,20,24,5,9,64,3
36,236,20,15,24,5,16,9,992,11,64
37,31,1019,1171,369,387,1413,313,306,145,294
38,1579,367,790,1729,984,553,828,1016,1119,91
39,219,1522,59,25,39,64,16,20,15,24
40,1278,846,1596,225,5,20,15,24,16,9
41,337,1851,1582,616,1020,73,30,365,64,9
42,710,986,231,3,11,9,5,20,15,24
43,301,351,1014,488,739,480,56,616,266,93
44,1341,730,112,502,87,38,11,5,20,15
45,1169,951,1266,35,79,365,105,101,9,16
46,36,303,1237,1411,5,20,15,24,16,9
47,696,1731,258,165,87,0,153,102,101,11
48,1903,1749,1793,33,37,58,5,15,20,24
49,1710,728,1102,1840,882,1871,1269,757,1487,912
50,767,252,240,70,53,165,365,153,9,5
51,285,157,704,1057,536,681,458,1249,203,558
52,183,181,147,256,39,15,20,24,5,16
53,3,11,5,24,15,20,16,9,64,101
54,1430,1601,1779,41,30,196,39,9,5,15
55,326,40,91,24,20,15,5,16,9,64
56,902,1543,410,1270,1042,154,257,280,42,87
57,116,33,65,43,196,32,9,20,15,24
58,0,1281,1280,1279,1278,1277,1276,1275,1274,1273
59,311,241,294,3,64,5,24,15,20,16
60,381,1002,833,307,65,38,205,153,77,9
61,1158,1586,1258,1266,247,558,228,37,236,5
62,420,46,1058,153,5,15,20,24,16,9
63,868,576,3,5,15,20,24,16,9,64
64,660,59,56,231,39,3,9,16,5,24
65,1068,1295,1193,1580,198,47,88,256,196,39
66,1264,263,149,879,109,91,294,48,24,20
67,37,3,11,5,15,20,24,16,9,64
68,366,34,210,13,153,113,3,101,11,9
69,49,73,38,16,15,20,24,5,9,64
