0,1,2,3,4,5,6,7,8,9,10
0,0,21,16,17,25,5,9,65,33,11
1,769,1,815,110,11,5,17,21,16,25
2,101,2,534,680,735,692,926,821,45,165
3,919,1493,716,500,276,14,153,11,3,9
4,4,550,1208,1861,507,1400,1050,944,907,328
5,1869,496,692,38,102,11,65,9,5,25
6,1456,6,684,924,1241,1187,299,238,193,153
7,638,489,1472,7,75,1064,1549,487,1777,1662
8,806,1287,1234,1154,766,403,15,598,299,49
9,10,49,0,26,17,16,21,25,5,9
10,1247,1033,35,371,368,114,205,39,11,3
11,1758,12,1762,1266,284,338,111,44,58,17
12,24,124,169,1333,172,1215,13,1358,1335,1655
13,831,721,356,166,20,205,103,39,11,9
14,480,1823,1698,1127,934,707,128,1318,34,0
15,1092,1653,1784,1202,441,331,72,954,140,73
16,1001,1320,1285,1033,397,240,110,301,458,15
17,752,203,10,166,43,78,3,65,17,25
18,1325,1255,808,1151,545,663,43,242,103,3
19,256,21,16,25,5,17,9,33,11,3
20,955,1659,18,1023,271,134,196,69,102,78
21,1448,1181,19,442,95,193,17,21,16,25
22,1779,962,727,827,1093,1311,657,1144,1286,1748
23,1476,393,1691,1891,1595,541,364,257,74,94
24,366,1077,587,437,454,365,9,17,21,16
25,532,1014,1066,1090,1632,1141,519,959,611,845
26,936,816,53,22,210,463,49,58,313,31
27,1483,1757,1845,499,671,986,23,73,17,25
28,947,1189,681,3,17,21,16,25,5,9
29,1061,1512,1368,793,369,22,80,313,25,21
30,668,356,268,20,26,102,17,21,16,25
31,447,368,165,114,103,102,11,3,9,5
32,27,1117,1681,1494,410,273,399,49,59,31
33,1550,1546,1453,1496,1713,292,1819,1535,382,1041
34,1822,751,518,364,152,29,258,92,313,40
35,1206,168,30,17,16,21,25,5,9,65
36,238,21,16,25,5,17,9,33,65,11
37,1175,391,1039,84,1730,372,32,314,1022,877
38,795,990,555,1776,1576,1505,1734,370,1741,212
39,221,1516,60,26,40,65,17,16,21,25
40,852,1275,227,1590,1048,1890,1231,1593,1520,1513
41,1850,1579,1523,1739,1246,1495,1153,1601,1148,214
42,713,535,119,991,343,367,203,111,926,597
43,302,352,1017,485,742,493,619,57,110,269
44,1338,1451,113,506,733,537,88,39,11,65
45,1173,1096,434,1816,1035,1225,1,1265,959,1297
46,37,304,794,1240,1413,1056,1594,397,536,142
47,701,1727,77,317,569,637,271,88,399,260
48,1904,1746,1790,34,38,9,5,16,21,25
49,1706,236,1268,1867,890,1104,1837,920,816,731
50,771,254,297,54,77,94,92,79,242,368
51,1059,287,1250,685,157,463,560,537,31,69
52,181,183,146,258,196,40,65,16,21,25
53,1735,222,1028,136,537,41,95,305,69,39
