0,1,2,3,4,5,6,7,8,9,10
0,569,481,282,268,153,135,203,344,58,225
1,472,569,305,299,296,481,523,356,45,29
2,472,569,305,299,296,481,523,356,45,29
3,569,523,442,481,344,268,327,282,472,153
4,356,305,114,299,296,126,472,191,179,171
5,356,305,114,299,296,126,472,191,179,171
6,472,569,305,299,296,481,523,356,45,29
7,472,569,305,299,296,481,523,356,45,29
8,472,569,305,299,296,481,523,356,45,29
9,569,344,327,268,282,225,523,135,153,203
10,472,569,305,299,296,481,523,356,45,29
11,472,569,305,299,296,481,523,356,45,29
12,472,569,305,299,296,481,523,356,45,29
13,472,569,305,299,296,481,523,356,45,29
14,472,569,305,299,296,481,523,356,45,29
15,472,569,305,299,296,481,523,356,45,29
16,356,305,114,299,296,126,472,191,179,171
17,472,569,305,299,296,481,523,356,45,29
18,472,569,305,299,296,481,523,356,45,29
19,523,481,472,569,356,305,296,299,53,114
20,523,569,481,472,327,268,371,282,442,262
21,523,569,481,472,442,356,341,193,371,56
22,472,569,305,299,296,481,523,356,45,29
23,472,569,305,299,296,481,523,356,45,29
24,472,569,305,299,296,481,523,356,45,29
25,472,569,305,299,296,481,523,356,45,29
26,472,569,305,299,296,481,523,356,45,29
27,356,305,114,299,296,126,472,191,179,171
28,472,569,305,299,296,481,523,356,45,29
29,126,114,21,29,17,296,299,53,95,472
30,569,344,523,327,268,282,481,203,242,225
31,472,569,305,299,296,481,523,356,45,29
32,472,569,305,299,296,481,523,356,45,29
33,472,569,305,299,296,481,523,356,45,29
34,472,569,305,299,296,481,523,356,45,29
35,472,569,305,299,296,481,523,356,45,29
36,472,356,179,171,299,296,191,305,114,126
37,523,569,481,472,327,268,371,282,442,262
38,472,569,305,299,296,481,523,356,45,29
39,472,569,305,299,296,481,523,356,45,29
40,472,305,356,171,179,191,126,296,114,299
41,356,305,114,299,296,126,472,191,179,171
42,472,569,305,299,296,481,523,356,45,29
43,472,569,305,299,296,481,523,356,45,29
44,472,569,305,299,296,481,523,356,45,29
45,356,305,114,299,296,126,472,191,179,171
46,569,523,442,481,344,268,327,282,472,153
47,356,305,114,299,296,126,472,191,179,171
48,472,569,305,299,296,481,523,356,45,29
49,472,569,305,299,296,481,523,356,45,29
50,472,569,305,299,296,481,523,356,45,29
51,472,569,305,299,296,481,523,356,45,29
52,472,569,305,299,296,481,523,356,45,29
53,569,523,442,481,344,268,327,282,472,153
54,472,569,305,299,296,481,523,356,45,29
55,472,569,305,299,296,481,523,356,45,29
56,472,569,305,299,296,481,523,356,45,29
57,472,569,305,299,296,481,523,356,45,29
58,569,523,481,442,282,262,238,173,371,268
59,569,65,523,135,58,88,210,92,42,38
60,472,569,305,299,296,481,523,356,45,29
61,472,569,305,299,296,481,523,356,45,29
62,356,305,114,299,296,126,472,191,179,171
63,523,569,481,472,327,268,371,282,442,262
64,472,569,305,299,296,481,523,356,45,29
65,472,569,305,299,296,481,523,356,45,29
66,472,569,305,299,296,481,523,356,45,29
67,356,305,114,299,296,126,472,191,179,171
68,472,569,305,299,296,481,523,356,45,29
69,569,523,442,481,344,268,327,282,472,153
70,356,472,296,299,305,442,523,481,238,179
71,472,569,305,299,296,481,523,356,45,29
72,472,569,305,299,296,481,523,356,45,29
73,356,305,114,299,296,126,472,191,179,171
74,472,569,305,299,296,481,523,356,45,29
75,472,569,305,299,296,481,523,356,45,29
76,472,569,305,299,296,481,523,356,45,29
77,472,569,305,299,296,481,523,356,45,29
78,472,569,305,299,296,481,523,356,45,29
79,569,523,327,268,135,344,282,481,472,92
80,472,569,305,299,296,481,523,356,45,29
81,569,344,327,268,282,225,523,135,153,203
82,569,523,344,268,282,481,327,225,210,242
83,472,305,356,171,179,191,126,296,114,299
84,569,523,282,344,268,481,327,472,225,242
85,472,569,305,299,296,481,523,356,45,29
86,472,569,305,299,296,481,523,356,45,29
87,472,569,305,299,296,481,523,356,45,29
88,523,481,472,238,305,299,356,196,173,296
89,472,569,305,299,296,481,523,356,45,29
90,356,305,114,299,296,126,472,191,179,171
91,472,569,305,299,296,481,523,356,45,29
92,472,569,305,299,296,481,523,356,45,29
93,472,305,356,171,179,191,126,296,114,299
94,442,341,472,371,262,258,296,299,356,305
95,481,523,569,238,196,173,105,282,268,344
96,356,305,114,299,296,126,472,191,179,171
97,472,569,305,299,296,481,523,356,45,29
98,356,305,114,299,296,126,472,191,179,171
