0,1,2,3,4,5,6,7,8,9,10
0,0,1280,1279,1278,1277,1276,1275,1274,1273,1272
1,1,815,769,11,17,5,16,21,25,9
2,692,101,735,680,2,534,821,45,39,78
3,1493,919,276,14,3,11,21,16,25,5
4,4,550,328,1208,507,944,1050,8,1163,70
5,1869,496,102,11,9,5,25,21,16,17
6,1456,6,684,299,238,193,153,21,16,25
7,638,489,1472,7,75,1785,1064,1549,487,1662
8,1234,1154,1287,806,766,299,15,49,0,106
9,10,49,0,26,17,16,21,25,5,9
10,1247,1033,35,368,39,205,114,3,11,5
11,1758,12,111,58,44,16,21,25,5,17
12,24,548,476,124,169,1335,13,172,1358,1755
13,831,721,166,356,20,39,205,11,9,5
14,480,1127,934,1823,1698,707,1318,128,34,14
15,1092,1784,331,242,74,313,78,65,16,21
16,1320,1001,240,1285,1033,458,219,110,301,28
17,203,10,752,78,65,17,25,16,21,5
18,1325,1255,808,1151,545,242,43,103,3,9
19,0,1280,1279,1278,1277,1276,1275,1274,1273,1272
20,18,1659,955,1023,78,9,16,21,25,5
21,95,17,21,16,5,25,9,65,11,3
22,962,1093,1311,1144,1286,657,1779,1748,148,1042
23,393,257,1476,364,1595,1891,541,94,233,74
24,366,1077,587,437,365,454,9,17,21,16
25,532,1014,1066,1090,1141,1632,519,650,569,959
26,936,816,53,22,463,210,58,39,49,135
27,1757,1483,1845,499,671,986,73,17,25,16
28,681,1189,947,3,17,21,16,25,5,9
29,1061,1512,1368,793,369,22,80,313,25,21
30,668,356,20,26,102,21,16,25,5,17
31,114,103,102,3,11,9,17,5,21,16
32,27,1117,1494,399,59,49,9,17,5,21
33,1575,74,31,59,40,11,65,17,5,25
34,751,29,92,258,40,11,25,16,21,5
35,30,168,17,16,21,25,5,9,65,11
36,238,21,16,25,5,17,11,9,996,65
37,32,1175,1022,372,391,314,1415,307,145,296
38,1576,370,795,990,1725,555,833,212,1019,1121
39,221,1516,60,26,40,65,17,21,16,25
40,852,1275,1593,227,690,5,21,16,25,17
41,1850,1579,338,619,1023,74,31,368,65,9
42,713,991,535,233,3,11,9,5,21,16
43,302,742,352,1017,485,619,57,269,94,45
44,1338,733,113,506,88,39,11,5,21,16
45,1173,938,1265,959,36,80,368,106,114,102
46,37,304,1240,1413,5,21,16,25,17,9
47,701,1727,260,88,165,0,103,153,102,11
48,1904,1790,34,38,9,5,16,21,25,17
49,1706,1104,731,1837,1268,890,1867,761,1482,920
50,771,254,297,242,344,54,368,165,153,9
51,287,157,1059,537,685,1250,463,560,31,11
52,183,181,146,258,196,40,16,21,25,5
53,3,11,25,16,21,5,17,9,65,102
54,1430,1598,1775,42,196,40,9,5,16,21
55,327,41,92,25,21,16,5,17,9,65
56,910,1539,1269,1045,412,259,961,282,43,88
57,117,34,66,44,196,33,9,21,16,25
58,0,1280,1279,1278,1277,1276,1275,1274,1273,1272
59,312,243,160,296,3,65,5,25,16,21
60,385,1006,838,764,308,66,39,205,153,78
61,1162,1258,1583,1265,560,230,38,238,5,16
62,47,423,1060,153,5,16,21,25,17,9
63,875,576,3,5,16,21,25,17,9,65
64,664,60,57,233,40,3,9,17,5,25
65,1070,1291,1195,1577,1304,198,545,48,89,258
66,266,1263,148,887,110,296,92,49,25,21
67,38,3,11,5,16,21,25,17,9,65
68,1191,369,35,210,14,114,153,102,3,11
69,50,74,260,39,17,16,21,25,5,9
70,330,768,557,1689,558,389,65,25,16,21
71,1426,1561,767,144,1262,1273,111,486,397,1151
72,668,866,986,51,97,28,94,193,88,25
73,38,5,25,21,16,17,9,65,11,3
74,430,52,867,1327,1397,469,128,566,110,146
75,215,656,1371,604,490,375,77,53,394,598
76,571,71,31,11,9,17,5,21,16,25
77,1700,55,469,247,477,66,14,205,114,78
78,949,324,56,243,165,205,65,5,25,16
79,100,58,16,21,25,5,17,9,11,65
80,495,439,1229,1782,69,233,31,59,205,106
81,28,94,296,33,21,16,25,5,17,9
82,630,859,61,65,17,16,21,25,5,9
83,774,797,44,21,16,5,25,17,9,123
84,62,1171,26,33,78,65,16,21,25,17
85,63,971,590,976,234,1548,688,1609,191,113
86,316,1278,402,173,115,566,83,88,14,0
87,64,693,1626,211,384,250,1481,379,145,566
88,1457,1883,1704,750,725,761,128,16,21,25
89,828,456,166,314,766,308,45,14,114,3
90,592,310,67,260,89,88,106,9,17,21
91,1804,709,329,914,405,309,598,481,73,276
