0,1,2,3,4,5,6,7,8,9,10
0,0,26,21,16,25,17,5,9,33,64
1,1,808,764,108,11,5,17,21,16,25
2,100,534,675,731,688,918,814,45,165,112
3,1490,911,712,502,277,153,14,11,3,9
4,4,549,1201,1853,1388,936,899,421,329,1153
5,1861,498,688,38,318,101,11,64,9,5
6,6,679,1232,916,1179,1448,300,239,194,153
7,636,490,1469,1544,7,1056,74,488,1636,1772
8,798,1284,1225,1143,761,405,15,599,300,49
9,430,10,49,0,26,9,17,16,21,25
10,1240,1027,35,371,368,112,206,39,11,3
11,1752,12,1261,1756,1498,339,109,44,58,17
12,24,122,1327,169,172,1650,1846,1749,1349,13
13,824,356,166,20,206,102,39,11,9,5
14,481,1815,1695,926,1117,126,1313,34,0,206
15,1084,1648,1780,1195,443,332,71,947,139,73
16,996,1315,1282,1027,399,241,108,302,459,15
17,747,10,204,166,43,77,3,64,17,25
18,1319,800,1140,544,1249,659,43,226,102,3
19,257,17,21,16,25,5,9,33,64,11
20,1654,949,18,1016,272,263,133,68,77,101
21,1439,1171,19,444,94,179,194,39,17,16
22,956,1774,1283,1085,723,820,1305,1741,1133,148
23,1473,395,1687,1883,1587,364,540,258,73,93
24,1068,1098,366,587,439,455,365,9,17,21
25,532,1009,1058,1082,1130,1623,1851,519,953,611
26,928,1758,809,53,22,464,211,49,58,314
27,1751,1834,501,667,980,23,72,17,25,21
28,939,1181,676,3,17,21,16,25,5,9
29,1506,1358,787,369,22,79,314,17,25,21
30,664,356,269,20,26,101,17,21,16,25
31,165,368,14,102,77,101,11,3,9,5
32,27,1107,1491,1677,413,274,400,49,59,31
33,193,607,754,382,1034,1291,1541,1528,1545,292
34,1814,746,518,152,29,259,91,314,40,11
35,1199,168,30,17,16,21,25,5,9,33
36,239,31,21,16,25,17,5,9,33,64
37,1165,393,83,1723,372,315,1015,32,870,1403
38,370,789,984,1500,1771,1570,1727,554,1734,213
39,222,1510,60,26,40,64,16,21,25,17
40,1271,844,1585,1507,1709,1222,1582,1514,228,1041
41,1732,1492,1517,1897,1239,1142,1445,1839,1572,1593
42,709,288,535,117,344,367,918,109,131,124
43,303,353,494,486,738,619,57,108,270,93
44,1539,1442,1331,729,111,508,537,87,39,11
45,1312,1163,1809,1087,437,1029,1119,1,1260,1292
46,305,1048,788,1231,1401,1586,37,399,141,536
47,696,1720,570,76,318,87,165,261,0,306
48,1739,1786,34,38,59,9,5,16,21,25
49,882,1703,912,1826,1094,1262,1859,237,853,809
50,765,255,1449,297,93,54,76,91,78,318
51,287,703,1052,1243,680,157,464,559,204,537
52,183,181,146,259,197,40,64,16,21,25
