0,1,2,3,4,5,6,7,8,9,10
0,26,16,21,25,17,5,9,65,102,11
1,1,820,774,11,17,5,16,21,25,9
2,100,698,543,742,685,2,825,45,39,113
3,1494,919,278,14,3,11,21,16,25,5
4,4,559,331,513,425,944,1055,1165,70,8
5,502,101,11,65,9,5,25,21,16,17
6,1449,6,689,302,240,196,154,9,21,16
7,647,494,1470,1552,75,1784,1070,7,1666,1644
8,1234,1157,810,1289,772,302,15,49,0,105
9,434,10,49,0,26,9,17,16,21,25
10,1248,1038,35,370,39,207,113,3,11,5
11,12,1505,110,44,58,16,21,25,17,5
12,24,557,481,123,170,13,1755,1357,1335,1850
13,835,728,167,358,20,39,207,11,9,5
14,485,1133,934,1820,1698,713,127,1319,34,207
15,1098,1658,1783,334,244,74,316,78,65,16
16,1006,242,1038,463,304,221,109,28,15,65
17,10,759,65,17,25,16,21,5,9,11
18,1326,812,1154,554,1257,244,43,102,3,9
19,0,1276,1275,1274,1273,1272,1271,1270,1269,1268
20,1663,956,18,1029,78,9,16,21,25,5
21,94,180,17,16,21,25,5,9,65,11
22,1288,964,1099,1311,1149,663,1777,1746,149,408
23,397,259,1474,366,1595,550,93,235,74,370
24,1114,368,1083,598,443,460,367,9,17,21
25,541,1020,1072,526,1146,1632,1856,1096,658,580
26,936,821,53,22,468,212,58,49,39,17
27,1839,1482,505,676,990,73,17,25,16,21
28,686,947,1191,3,17,21,16,25,5,9
29,1067,1367,798,371,22,316,17,25,16,21
30,673,358,20,26,101,17,16,21,25,5
31,14,102,113,101,3,11,9,17,5,21
32,27,1124,1495,403,49,59,9,17,5,21
33,195,1577,700,74,31,59,40,11,65,17
34,758,29,91,260,40,11,25,16,21,5
35,30,169,17,16,21,25,5,9,65,11
36,240,21,16,5,25,17,1001,9,11,260
37,32,1028,1176,374,395,317,1409,310,145,298
38,1578,799,372,564,994,837,214,1025,759,91
39,223,1518,60,26,40,65,17,21,16,25
40,1276,855,1594,229,696,5,21,16,25,17
41,1844,340,629,74,370,31,65,9,25,16
42,720,996,544,235,3,11,9,5,21,16
43,305,354,1023,498,749,490,57,629,271,93
44,112,1338,740,512,87,39,11,5,21,16
45,1266,1174,961,938,36,80,105,113,101,9
46,37,307,1240,1407,5,21,16,25,17,9
47,707,1725,262,166,87,0,102,154,101,11
48,1894,1744,1789,34,38,59,9,5,16,21
49,1706,738,1110,1833,1268,1863,891,768,1481,920
50,776,256,299,244,54,346,370,71,166,154
51,289,158,714,1065,546,690,1251,205,468,569
52,185,183,147,260,199,40,16,21,25,5
53,3,11,5,25,16,21,17,9,65,101
54,1426,1598,1774,42,31,199,40,9,5,16
55,330,91,25,21,16,5,17,9,65,11
56,910,1541,1269,1050,155,419,261,963,284,43
