0,1,2,3,4,5,6,7,8,9,10
0,25,15,20,24,16,5,9,64,102,11
1,1,819,772,11,16,5,15,20,24,9
2,695,100,682,2,537,739,825,44,38,113
3,1507,277,13,3,11,20,15,24,5,16
4,4,552,330,1212,945,424,510,1057,69,8
5,1869,500,101,11,64,9,5,24,20,15
6,1464,6,686,302,239,195,153,9,15,20
7,641,1483,1561,7,1072,74,1791,1784,1648,1670
8,1239,1157,1298,809,769,302,14,48,105,0
9,433,10,48,25,0,9,16,15,20,24
10,1253,1040,34,370,38,207,113,3,11,5
11,1765,1517,110,43,57,15,20,24,16,5
12,23,550,481,123,169,172,1859,1345,12,1762
13,835,726,166,358,19,38,207,11,9,5
14,485,1131,1829,1709,935,711,1328,126,33,13
15,1661,1097,1790,333,243,73,316,77,64,15
16,1007,1330,1296,241,1040,463,221,109,304,14
17,205,10,77,16,24,15,20,5,9,64
18,1335,811,1154,1261,243,42,102,3,9,16
19,0,1281,1280,1279,1278,1277,1276,1275,1274,1273
20,1667,957,17,77,9,15,20,24,5,16
21,94,179,16,15,20,5,24,9,64,11
22,1297,965,1098,1320,659,1147,1786,1754,148,407
23,397,258,366,1892,544,234,93,73,370,77
24,368,1113,1084,590,443,459,367,16,20,15
25,536,1020,1074,1095,521,1144,1636,1864,652,572
26,937,820,52,21,468,212,57,48,38,134
27,1764,1495,1848,502,673,991,72,16,24,15
28,683,1193,3,16,20,15,24,5,9,64
29,1069,1526,1377,796,371,21,79,316,16,24
30,670,358,19,25,101,16,20,15,24,5
31,13,113,101,3,11,9,16,5,20,15
32,26,1122,1508,403,48,58,9,16,5,20
33,194,1586,697,73,30,58,39,11,64,16
34,755,28,91,259,39,11,24,15,20,5
35,29,168,16,15,20,24,5,9,64,11
36,239,20,15,5,24,16,9,1003,11,259
37,1028,31,374,395,1423,317,310,144,298,113
38,1587,372,798,557,995,1735,837,214,756,1125
39,223,1530,59,25,39,64,16,20,15,24
40,1284,855,229,693,5,20,15,24,16,9
41,1852,1590,340,1029,623,73,30,370,64,9
42,718,997,538,3,11,9,5,20,15,24
43,305,354,1023,496,746,490,623,56,270,93
44,1348,737,112,509,87,38,11,5,20,15
45,1176,962,1272,939,35,79,370,105,113,101
46,36,307,1421,5,20,15,24,16,9,64
47,704,1737,87,0,102,153,101,11,64,9
48,1904,1753,1794,33,37,58,9,5,15,20
49,1109,1840,735,1717,1275,892,764,921,820,1494
50,774,255,299,243,346,53,70,165,370,153
51,289,712,1067,157,540,687,205,468,30,11
52,184,182,146,259,198,39,15,20,24,5
53,3,11,5,24,15,20,16,9,64,101
54,1440,1605,1782,41,30,198,39,9,5,15
55,329,40,91,24,20,15,5,16,9,64
56,912,1276,1052,154,418,964,260,284,42,87
57,116,33,65,43,198,32,9,20,15,24
58,0,1281,1280,1279,1278,1277,1276,1275,1274,1273
59,315,244,160,298,3,64,5,24,15,20
60,388,841,767,311,65,38,207,153,77,9
61,1166,1593,1264,1272,250,562,232,37,239,5
62,429,46,1068,153,5,15,20,24,16,9
63,878,579,3,5,15,20,24,16,9,11
64,666,59,56,234,39,3,9,5,24,20
65,1077,1588,1313,1200,547,200,47,88,259,198
66,1270,267,148,890,109,91,298,48,24,20
67,37,3,11,5,15,20,24,16,9,64
68,1195,371,34,212,13,153,101,11,9,5
69,49,261,73,38,16,15,20,24,5,9
70,332,771,1699,393,560,559,64,24,20,15
71,1435,1572,770,143,1269,1280,110,491,401,1154
72,1650,670,869,991,50,93,96,27,87,24
73,37,5,24,20,15,16,9,11,64,3
74,436,870,51,1337,1405,474,126,568,109,146
75,217,377,658,1380,608,76,602,52,398,221
76,574,70,30,11,9,16,5,20,15,24
77,1711,54,474,167,248,482,65,13,207,113
78,949,55,244,165,207,64,5,24,15,20
79,57,15,20,24,5,16,1146,9,64,11
80,499,445,1234,1789,234,68,30,316,58,207
81,1591,93,27,298,32,20,15,24,16,5
82,861,1367,634,70,64,16,15,20,24,5
83,777,800,43,1372,15,20,5,24,16,122
84,61,1174,25,77,32,64,15,20,24,5
85,62,974,593,979,235,1560,691,193,112,1583
86,319,1287,405,173,82,114,568,87,13,105
87,63,387,696,213,1630,251,381,1493,756,252
88,531,1883,1467,1500,1715,754,730,764,126,15
89,832,461,166,317,769,311,44,13,113,3
90,596,8,313,66,261,88,87,105,9,16
91,1809,714,331,916,409,602,312,277,72,486
92,1010,1689,1640,1342,1370,1134,993,916,1049,55
93,197,1265,479,1594,1371,1059,139,313,190,185
94,0,1281,1280,1279,1278,1277,1276,1275,1274,1273
95,390,346,70,15,20,24,5,16,9,64
96,629,375,413,778,99,91,39,3,24,15
97,581,894,700,411,138,1694,895,1209,669,381
98,788,1708,643,1775,503,697,225,261,58,13
99,505,1721,667,75,992,425,544,299,306,79
100,125,11,15,20,5,24,16,9,3,64
101,514,40,64,24,20,15,5,16,9,11
102,780,1416,56,190,343,244,32,16,24,20
103,0,1281,1280,1279,1278,1277,1276,1275,1274,1273
104,674,15,20,24,5,16,9,1032,1360,728
105,518,958,349,486,38,24,15,20,5,16
106,816,80,86,446,868,79,58,101,9,16
107,240,477,47,486,64,16,20,15,24,5
108,81,383,171,931,790,1626,503,1073,1011,318
109,1076,463,19,64,15,24,20,5,16,9
110,738,192,706,82,198,0,113,39,101,9
111,42,476,24,15,20,1025,5,1089,16,493
112,84,783,509,113,15,20,24,5,16,9
113,373,107,459,160,101,9,16,5,20,15
114,668,1575,645,1540,1716,1536,633,743,227,88
115,20,15,5,24,16,9,1012,1718,64,11
116,176,247,753,85,17,113,9,24,15,20
117,60,1015,195,79,87,165,25,102,153,5
118,88,20,15,24,5,16,9,111,64,11
119,0,1281,1280,1279,1278,1277,1276,1275,1274,1273
120,1070,1579,915,866,1255,1494,887,824,589,623
121,1551,104,15,24,20,5,16,204,64,9
122,39,101,5,20,15,24,16,9,64,11
123,90,1071,438,1422,802,910,1172,639,637,799
124,32,15,20,24,5,16,64,9,11,3
125,525,92,673,921,486,9,15,24,20,5
126,351,1091,715,10,232,93,277,259,134,102
127,480,95,1407,1777,1060,1863,1033,731,414,610
128,1325,22,228,306,270,244,72,58,102,3
129,1419,553,1839,163,252,370,24,20,15,5
130,364,25,113,101,9,5,15,20,24,16
131,469,1302,896,170,58,9,24,15,20,5
132,15,20,24,5,16,9,64,11,3,101
133,604,491,114,412,347,27,277,25,134,113
134,942,241,98,248,101,16,24,15,20,5
135,288,860,549,1005,1896,751,234,70,316,16
136,1681,1041,988,227,198,0,102,9,16,15
137,0,1281,1280,1279,1278,1277,1276,1275,1274,1273
138,1442,265,960,566,1847,992,333,226,104,495
139,105,15,20,24,5,16,9,64,11,101
140,776,1083,1102,1338,1278,458,746,1386,472,33
141,0,1281,1280,1279,1278,1277,1276,1275,1274,1273
142,1665,1009,158,64,16,5,15,20,24,9
143,603,434,141,106,559,523,38,0,9,20
144,817,900,1340,635,1722,1817,810,711,168,509
145,107,269,28,259,15,20,24,5,16,9
146,1160,24,15,20,5,16,1679,685,1643,1676
147,111,88,58,13,11,5,20,15,24,16
148,676,1073,358,269,270,70,58,5,24,15
149,489,227,19,113,20,15,24,5,16,9
