0,1,2,3,4,5,6,7,8,9,10
0,373,358,343,301,0,16,266,28,35,307
1,358,528,266,301,307,475,343,373,35,38
2,358,528,266,301,307,475,343,373,35,38
3,373,528,358,475,343,301,71,35,307,56
4,528,375,78,14,26,58,33,95,172,236
5,528,375,78,14,26,58,33,95,172,236
6,373,0,266,301,343,38,35,28,20,16
7,358,528,266,301,307,475,343,373,35,38
8,358,528,266,301,307,475,343,373,35,38
9,373,0,266,301,343,38,35,28,20,16
10,358,528,266,301,307,475,343,373,35,38
11,528,373,343,358,375,475,38,35,33,26
12,358,528,266,301,307,475,343,373,35,38
13,358,528,266,301,307,475,343,373,35,38
14,358,528,266,301,307,475,343,373,35,38
15,358,528,266,301,307,475,343,373,35,38
16,528,375,78,14,26,58,33,95,172,236
17,358,528,266,301,307,475,343,373,35,38
18,358,528,266,301,307,475,343,373,35,38
19,475,373,528,301,358,375,343,38,307,71
20,528,78,14,26,375,58,33,236,172,89
21,528,373,475,301,266,358,343,375,38,35
22,358,528,266,301,307,475,343,373,35,38
23,358,528,266,301,307,475,343,373,35,38
24,358,528,266,301,307,475,343,373,35,38
25,358,528,266,301,307,475,343,373,35,38
26,358,528,266,301,307,475,343,373,35,38
27,528,375,78,14,26,58,33,95,172,236
28,358,528,266,301,307,475,343,373,35,38
29,528,375,475,373,343,89,14,358,26,236
30,528,375,33,172,58,14,78,89,95,102
31,358,528,266,301,307,475,343,373,35,38
32,358,528,266,301,307,475,343,373,35,38
33,358,528,266,301,307,475,343,373,35,38
34,358,528,266,301,307,475,343,373,35,38
35,358,528,266,301,307,475,343,373,35,38
36,0,38,35,28,20,16,56,40,71,136
37,528,78,14,26,375,58,33,236,172,89
38,358,528,266,301,307,475,343,373,35,38
39,528,373,343,358,375,475,38,35,33,26
40,528,375,78,14,26,58,33,95,172,236
41,528,375,78,14,26,58,33,95,172,236
42,358,528,266,301,307,475,343,373,35,38
43,528,375,78,14,26,58,33,95,172,236
44,358,528,266,301,307,475,343,373,35,38
45,528,375,78,14,26,58,33,95,172,236
46,373,528,358,475,343,301,71,35,307,56
47,528,375,78,14,26,58,33,95,172,236
48,358,528,266,301,307,475,343,373,35,38
49,358,528,266,301,307,475,343,373,35,38
50,358,528,266,301,307,475,343,373,35,38
51,358,528,266,301,307,475,343,373,35,38
52,358,528,266,301,307,475,343,373,35,38
53,373,528,358,475,343,301,71,35,307,56
54,358,528,266,301,307,475,343,373,35,38
55,358,528,266,301,307,475,343,373,35,38
56,358,528,266,301,307,475,343,373,35,38
57,358,528,266,301,307,475,343,373,35,38
58,343,373,475,301,358,174,38,35,307,266
59,528,373,343,358,375,475,38,35,33,26
60,358,528,266,301,307,475,343,373,35,38
61,358,528,266,301,307,475,343,373,35,38
62,528,375,78,14,26,58,33,95,172,236
63,528,78,14,26,375,58,33,236,172,89
64,358,528,266,301,307,475,343,373,35,38
65,358,528,266,301,307,475,343,373,35,38
66,358,528,266,301,307,475,343,373,35,38
67,528,375,78,14,26,58,33,95,172,236
68,358,528,266,301,307,475,343,373,35,38
