0,1,2,3,4,5,6,7,8,9,10
0,0,26,21,16,25,17,5,9,33,65
1,1,820,774,110,11,5,17,21,16,25
2,101,541,2,685,743,698,929,826,45,166
3,922,1499,723,504,276,155,14,11,3,9
4,4,557,1210,1859,511,1401,1057,946,910,330
5,1867,500,38,319,102,11,65,9,5,25
6,6,689,1242,927,1189,1458,301,239,195,155
7,644,492,1551,7,75,1478,1070,1645,1776,1668
8,811,1294,1236,1153,771,408,15,606,301,49
9,433,10,49,0,26,9,17,16,21,25
10,1249,1042,35,373,370,207,114,39,11,3
11,1758,12,1269,1761,1510,285,340,111,44,58
12,24,555,124,1339,170,173,1217,1755,13,1661
13,834,728,358,167,20,207,103,39,11,9
14,483,1820,1705,1128,937,714,128,1324,34,0
15,1096,1659,1784,1204,446,72,957,141,73,74
16,1008,1326,1292,1042,401,241,303,110,15,462
17,757,10,205,167,43,78,65,17,25,16
18,1331,813,1150,552,1257,43,227,243,103,3
19,257,17,21,16,25,5,9,33,65,3
20,1665,1031,18,263,135,198,78,102,9,16
21,1449,1181,19,95,179,195,39,17,21,16
22,1778,966,1293,1097,1318,735,663,1747,150,1051
23,1482,397,1697,1890,1595,258,548,366,74,94
24,368,1081,1109,595,442,458,367,9,17,21
25,539,1022,1072,1094,524,1141,1857,1632,964,618
26,939,1763,821,53,22,466,212,49,58,315
27,1757,1489,1840,503,676,991,23,73,17,25
28,949,686,3,17,21,16,25,5,9,33
29,1067,1518,1372,798,371,22,80,315,17,25
30,673,358,269,20,26,102,17,21,16,25
31,451,370,166,114,14,103,78,102,11,3
32,27,1119,1687,1500,416,49,403,59,31,136
33,194,1815,926,764,1454,384,1718,1303,1536,1502
34,1819,756,523,366,154,29,259,92,315,40
35,1208,169,30,17,16,21,25,5,9,65
36,239,31,21,16,25,17,5,9,33,65
37,32,1175,395,1048,84,1731,374,316,146,1030
38,372,995,800,562,1576,1513,1775,1727,1740,214
39,223,1521,60,26,40,65,17,16,21,25
