0,1,2,3,4,5,6,7,8,9,10
0,26,16,21,25,17,5,9,65,103,11
1,1,827,782,11,17,5,16,21,25,9
2,704,101,749,546,2,692,833,45,39,114
3,926,1506,279,14,3,11,21,16,25,5
4,4,562,332,1213,950,426,516,1062,1169,70
5,1880,505,11,65,9,5,25,21,16,17
6,6,696,304,197,241,155,9,21,16,25
7,651,497,1483,7,75,1076,1787,1562,1671,1650
8,1237,1159,817,1296,779,304,15,49,0,106
9,435,10,0,26,9,17,16,21,25,5
10,1251,1045,35,371,39,209,114,3,11,5
11,1766,12,1515,111,58,44,16,21,25,17
12,24,484,124,171,1364,1865,1763,1344,174,13
13,734,168,360,20,39,209,11,9,21,16
14,488,1136,940,1705,720,1327,128,34,14,209
15,1104,1662,1795,335,245,74,318,78,65,16
16,1012,1329,243,1294,1045,466,306,223,110,28
17,766,10,207,78,65,17,25,16,21,5
18,1334,819,1156,557,1260,245,43,103,3,9
19,0,1289,1288,1287,1286,1285,1284,1283,1282,1281
20,1668,962,18,1035,78,9,16,21,25,5
21,95,181,17,16,21,5,25,9,65,11
22,1295,970,1105,1319,1789,1151,670,1754,150,409
23,398,1487,260,367,1605,1902,553,94,237,74
24,369,1118,1088,600,445,462,368,9,17,21
25,544,1102,529,1639,1870,663,1148,1026,1078,967
26,942,828,53,22,471,214,58,49,136,17
27,1765,1495,1853,508,684,995,73,17,25,16
28,693,953,1195,3,17,21,16,25,5,9
29,1073,1525,1374,805,372,22,80,318,17,25
30,681,360,20,26,102,17,21,16,25,5
31,14,103,114,102,11,9,17,5,21,16
32,27,1127,404,49,59,9,17,5,21,16
33,196,1586,706,74,31,59,40,11,65,17
34,765,29,92,261,40,11,25,16,21,1116
35,30,170,16,21,5,25,17,9,65,11
36,241,21,16,5,25,17,1007,9,11,261
37,32,1034,1180,375,396,319,1418,312,146,300
38,1587,373,807,1732,567,999,842,216,1130,1031
39,225,1529,60,26,40,65,17,21,16,25
40,1282,860,231,1603,702,5,21,16,25,17
41,1590,1858,342,633,1035,74,371,31,65,25
42,727,1001,547,237,3,11,5,21,16,25
43,307,356,1029,501,756,493,57,94,45,40
44,1347,747,113,88,39,11,5,21,16,25
45,1178,967,1271,944,36,80,371,106,114,102
46,37,309,1242,1417,5,21,16,25,17,9
47,713,263,88,167,0,103,155,102,11,65
48,1914,1752,1801,34,38,59,9,5,16,21
49,1712,1114,745,1878,899,1494,774,927,828,1256
50,784,257,301,348,371,54,71,167,155,9
51,291,159,1071,721,549,697,1254,207,471,572
52,186,184,148,261,200,40,16,21,25,5
53,3,11,5,25,16,21,17,9,65,102
54,1435,1607,1785,42,31,200,40,9,5,16
55,331,41,92,21,16,25,5,17,9,65
56,919,1552,1274,1057,156,420,262,969,286,43
57,117,34,66,44,200,33,9,21,16,25
58,0,1289,1288,1287,1286,1285,1284,1283,1282,1281
59,317,246,162,300,3,65,5,25,16,21
60,389,1017,847,777,313,66,39,209,155,78
61,1168,1594,252,1263,1271,234,572,38,241,5
62,47,431,1072,155,5,16,21,25,17,9
63,884,589,3,5,16,21,25,17,9,65
64,677,60,57,237,40,9,17,5,25,21
65,1300,1588,1201,1312,202,557,48,89,261,200
66,1269,269,150,896,110,92,300,49,25,21
67,38,3,11,5,16,21,25,17,9,65
68,1197,372,35,214,14,155,114,102,3,11
69,50,263,74,39,17,16,21,25,5,9
70,334,781,1697,570,569,394,65,25,16,21
71,1430,1573,780,145,1268,111,494,402,1156,1130
72,1651,875,681,995,51,97,28,94,197,88
73,38,5,25,21,16,17,9,65,11,3
74,438,876,52,1336,1401,477,128,148,110,25
75,219,378,1377,498,618,669,77,53,612,223
76,585,71,31,11,9,17,5,21,16,25
77,1707,55,477,169,250,485,66,14,209,78
78,328,955,56,246,167,209,65,5,25,16
79,100,58,16,21,25,5,17,9,11,65
80,504,447,1232,1793,69,237,318,31,59,209
81,1591,28,94,300,33,16,21,25,17,5
82,1363,867,643,61,71,17,16,21,25,5
83,787,809,44,1369,21,16,5,25,17,9
84,62,1176,26,78,33,65,16,21,25,17
85,63,979,603,238,984,1561,700,1617,195,113
86,321,1285,407,175,115,579,83,88,14,0
87,64,388,705,1633,215,253,1493,382,766,146
88,1893,1464,1500,764,1710,739,539,774,128,16
89,838,464,168,319,779,313,45,14,114,3
90,606,8,315,67,263,89,88,106,9,17
91,333,723,1814,411,922,314,612,73,279,489
92,1015,1688,1643,1341,1139,997,922,1367,1054,56
93,199,1264,1101,482,1368,1064,141,192,315,187
94,0,1289,1288,1287,1286,1285,1284,1283,1282,1281
95,1630,391,348,71,16,21,25,5,17,9
96,376,415,788,638,100,92,103,40,3,25
97,591,709,901,413,140,1692,902,680,1210,382
98,797,653,1704,1777,509,706,227,34,263,59
99,511,1716,1725,678,76,996,427,553,301,308
100,127,11,16,21,5,25,17,9,3,65
101,522,41,65,25,21,16,5,17,9,11
102,790,1411,192,57,345,246,33,17,25,21
103,0,1289,1288,1287,1286,1285,1284,1283,1282,1281
104,0,1289,1288,1287,1286,1285,1284,1283,1282,1281
105,526,963,351,489,39,25,16,21,17,5
106,824,81,87,448,874,80,59,102,9,17
107,480,242,48,489,65,17,21,16,25,5
108,384,82,799,936,173,1077,509,1016,320,42
109,1081,1119,466,20,65,16,21,25,5,17
110,194,748,715,83,0,200,114,40,102,9
111,43,26,16,21,25,5,17,9,479,65
112,85,792,515,114,16,21,25,5,17,9
113,374,108,462,162,102,9,17,5,21,16
114,679,1576,1540,655,1711,1535,642,753,229,89
115,21,16,5,25,17,9,925,1713,65,1369
116,178,249,763,86,18,114,9,25,16,21
117,61,1021,80,88,167,26,103,155,5,25
118,16,21,5,25,17,9,1713,925,65,11
119,0,1289,1288,1287,1286,1285,1284,1283,1282,1281
120,1074,1580,921,872,1494,633,893,832,599,1254
121,1550,105,16,21,25,5,17,206,65,9
122,1469,40,102,5,21,16,25,17,9,65
123,91,1075,440,917,649,1175,647,1626,1781,1348
124,33,16,21,25,17,5,65,9,11,3
125,93,684,927,489,9,16,21,25,17,5
126,353,724,1097,545,10,234,94,279,261,136
127,483,96,1403,1065,1869,1779,1039,740,416,620
128,1687,1324,23,272,308,230,246,59,103,3
129,1751,1414,563,1845,165,254,25,21,16,5
130,366,564,26,114,102,9,5,16,21,25
131,472,1301,903,172,59,9,25,16,21,5
132,16,21,25,5,17,9,65,11,3,102
133,614,494,115,414,349,28,279,136,26,114
134,947,243,99,250,78,102,17,25,16,21
135,290,559,1009,866,1906,761,237,71,17,5
136,1046,992,229,0,200,103,9,17,16,21
137,0,1289,1288,1287,1286,1285,1284,1283,1282,1281
138,1437,1629,577,965,267,1852,996,335,19,105
139,106,102,11,16,21,5,25,17,9,65
140,786,1087,1108,1337,1276,461,756,1383,475,34
141,0,1289,1288,1287,1286,1285,1284,1283,1282,1281
142,1666,1014,65,17,5,16,21,25,9,11
143,613,436,143,107,569,531,39,0,65,9
144,907,645,1339,1728,825,1717,1822,818,1367,720
145,271,29,261,65,16,21,25,5,17,9
146,1162,25,16,21,5,17,1680,1646,1677,1331
147,112,89,59,11,5,21,16,25,17,9
148,686,1077,272,271,71,59,5,16,21,25
149,492,229,114,21,16,5,25,17,9,65
150,496,543,228,43,136,26,21,16,25,5
151,131,118,698,1917,166,165,471,371,16,21
152,532,862,1670,1402,121,16,21,25,5,1623
153,198,122,344,425,1634,1037,386,558,345,306
154,1687,74,40,9,5,16,21,25,17,65
155,123,514,809,221,197,89,114,5,21,16
156,0,1289,1288,1287,1286,1285,1284,1283,1282,1281
157,1867,796,1818,1447,1384,1317,1589,1887,253,531
