0,1,2,3,4,5,6,7,8,9,10
0,611,502,480,583,450,533,3,5,9,17
1,583,480,450,611,3,27,371,11,35,31
2,583,480,450,611,3,27,371,11,35,31
3,583,480,3,450,111,205,371,374,31,35
4,611,502,533,583,5,480,9,17,21,376
5,611,502,533,583,5,480,9,17,21,376
6,611,502,533,583,5,480,9,17,21,376
7,583,480,450,611,3,27,371,11,35,31
8,583,480,450,611,3,27,371,11,35,31
9,611,533,502,583,480,5,450,9,376,29
10,583,480,450,611,3,27,371,11,35,31
11,583,480,450,611,3,27,371,11,35,31
12,583,480,450,611,3,27,371,11,35,31
13,583,480,450,611,3,27,371,11,35,31
14,583,480,450,611,3,27,371,11,35,31
15,583,480,450,611,3,27,371,11,35,31
16,611,502,533,583,5,480,9,17,21,376
17,583,480,450,611,3,27,371,11,35,31
18,583,480,450,611,3,27,371,11,35,31
19,3,27,480,583,11,9,31,371,5,35
20,611,480,450,583,502,3,533,27,11,31
21,480,611,502,533,583,450,3,5,9,35
22,583,480,450,611,3,27,371,11,35,31
23,583,480,450,611,3,27,371,11,35,31
24,583,480,450,611,3,27,371,11,35,31
25,583,480,450,611,3,27,371,11,35,31
26,583,480,450,611,3,27,371,11,35,31
27,611,502,533,583,5,480,9,17,21,376
28,583,480,450,611,3,27,371,11,35,31
29,611,583,480,533,502,450,3,5,9,35
30,3,11,27,480,31,35,59,583,71,39
31,583,480,450,611,3,27,371,11,35,31
32,583,480,450,611,3,27,371,11,35,31
33,583,480,450,611,3,27,371,11,35,31
34,583,480,450,611,3,27,371,11,35,31
35,583,533,611,502,480,3,5,9,27,31
36,480,450,3,583,31,11,27,371,5,9
37,611,533,5,502,9,29,33,376,25,21
38,583,480,450,611,3,27,371,11,35,31
39,583,480,450,611,3,27,371,11,35,31
40,611,502,533,583,5,480,9,17,21,376
41,611,502,533,583,5,480,9,17,21,376
42,583,480,450,611,3,27,371,11,35,31
43,583,480,450,611,3,27,371,11,35,31
44,583,480,450,611,3,27,371,11,35,31
45,611,502,533,583,5,480,9,17,21,376
46,583,480,3,450,111,205,371,374,31,35
47,611,502,533,583,5,480,9,17,21,376
48,583,480,450,611,3,27,371,11,35,31
49,583,480,450,611,3,27,371,11,35,31
50,583,480,450,611,3,27,371,11,35,31
51,583,480,450,611,3,27,371,11,35,31
52,583,480,450,611,3,27,371,11,35,31
53,583,480,3,450,611,533,502,5,9,35
54,583,480,450,611,3,27,371,11,35,31
55,583,480,450,611,3,27,371,11,35,31
56,583,480,450,611,3,27,371,11,35,31
57,583,480,450,611,3,27,371,11,35,31
58,611,533,502,583,480,5,9,450,376,3
59,583,533,611,502,480,3,5,9,27,31
60,583,480,450,611,3,27,371,11,35,31
61,583,480,450,611,3,27,371,11,35,31
62,611,502,533,583,5,480,9,17,21,376
63,611,533,5,502,9,29,33,376,25,21
64,583,480,450,611,3,27,371,11,35,31
65,583,480,450,611,3,27,371,11,35,31
66,583,480,450,611,3,27,371,11,35,31
67,611,502,533,583,5,480,9,17,21,376
68,583,480,450,611,3,27,371,11,35,31
69,583,480,3,450,111,205,371,374,31,35
70,611,502,533,5,583,9,17,3,480,450
71,583,480,450,611,3,27,371,11,35,31
72,583,480,450,611,3,27,371,11,35,31
73,611,502,533,583,5,480,9,17,21,376
74,583,480,450,611,3,27,371,11,35,31
75,583,480,450,611,3,27,371,11,35,31
76,583,480,450,611,3,27,371,11,35,31
77,583,480,450,611,3,27,371,11,35,31
78,583,480,450,611,3,27,371,11,35,31
79,480,583,35,11,450,59,39,27,31,3
80,583,480,450,611,3,27,371,11,35,31
81,611,533,502,583,480,5,450,9,376,29
82,480,583,450,3,611,533,31,371,35,27
83,611,502,533,376,29,297,9,33,5,25
84,583,611,502,533,480,450,3,27,31,35
85,583,480,450,611,3,27,371,11,35,31
86,583,480,450,611,3,27,371,11,35,31
87,583,480,450,611,3,27,371,11,35,31
88,583,480,3,450,111,205,371,374,31,35
89,583,480,450,611,3,27,371,11,35,31
90,611,502,533,583,5,480,9,17,21,376
91,583,480,450,611,3,27,371,11,35,31
92,583,480,450,611,3,27,371,11,35,31
93,611,502,533,376,29,297,9,33,5,25
94,205,38,26,94,70,374,42,102,111,58
95,611,374,533,502,480,9,111,583,5,3
96,611,502,533,583,5,480,9,17,21,376
97,583,480,450,611,3,27,371,11,35,31
98,611,502,533,583,5,480,9,17,21,376
99,583,480,450,611,3,27,371,11,35,31
100,583,533,611,502,480,3,5,9,27,31
101,583,480,3,450,111,205,371,374,31,35
102,583,480,450,611,3,27,371,11,35,31
103,611,502,533,583,480,9,5,376,450,17
104,611,502,533,5,9,25,29,21,33,17
105,583,480,450,611,3,27,371,11,35,31
106,583,480,450,611,3,27,371,11,35,31
107,611,533,502,583,450,480,3,35,11,27
108,611,502,533,583,5,480,9,17,21,376
109,611,533,502,583,9,480,376,5,65,450
110,611,502,533,583,5,480,9,17,21,376
111,502,533,611,480,583,3,5,9,450,17
112,583,480,611,450,9,3,5,502,533,25
113,583,480,450,611,3,27,371,11,35,31
114,611,533,502,583,480,5,450,9,376,29
115,3,27,480,583,11,9,31,371,5,35
116,611,533,502,480,583,450,5,9,21,29
117,583,480,450,611,3,27,371,11,35,31
118,502,611,533,5,9,376,25,33,21,17
119,611,583,480,533,502,450,3,5,9,371
120,583,480,450,611,3,27,371,11,35,31
121,611,502,533,5,583,9,17,3,480,450
