0,1,2,3,4,5,6,7,8,9,10
0,0,26,21,16,17,25,5,9,33,65
1,827,1,782,110,11,5,17,21,16,25
2,101,2,546,692,749,704,932,833,45,167
3,1506,926,509,279,14,155,11,3,9,25
4,4,562,1213,1872,516,1404,1062,950,426,332
5,1880,505,704,38,322,11,65,9,5,25
6,6,696,1243,1193,930,1461,304,241,197,155
7,651,497,1483,1562,7,1076,75,1671,1650,1787
8,817,1296,1237,1159,779,409,15,612,304,49
9,435,10,0,26,9,17,16,21,25,5
10,1251,1045,35,374,371,114,209,39,11,3
11,12,1766,1272,1770,1515,288,342,111,44,58
12,24,124,171,174,1219,1344,1763,1664,1865,1364
13,840,734,360,168,20,209,103,39,11,9
14,488,940,1705,1136,720,128,1327,34,0,14
15,1104,1662,1795,1208,449,335,72,960,73,141
16,1012,1045,1329,1294,402,243,110,306,466,15
17,766,10,207,168,43,78,3,65,17,25
18,1334,819,1156,557,1260,676,43,229,245,103
19,259,17,21,16,25,5,9,33,3,65
20,1668,962,18,1035,274,265,135,200,69,78
21,1453,1185,19,450,181,95,39,17,21,16
22,1789,970,1295,1105,837,741,1319,670,1151,1754
23,1487,398,1698,1902,1605,260,367,553,74,94
24,369,1118,1088,600,445,462,368,9,17,21
25,544,1102,529,1148,1639,1870,1026,1078,967,625
26,942,1772,828,22,53,471,214,49,58,318
27,1495,1765,1853,508,684,995,23,73,17,25
28,1195,953,693,3,17,21,16,25,5,9
29,1073,1525,1374,805,372,22,80,318,17,25
30,681,360,271,20,26,102,17,21,16,25
31,455,371,167,114,14,103,78,102,11,3
32,27,1127,417,276,49,404,59,31,136,9
33,196,772,385,1053,1305,296,1828,1563,1559,1547
34,1832,528,765,367,154,29,261,92,318,40
35,1211,170,30,16,21,25,17,5,9,33
36,241,31,21,16,25,17,5,9,33,65
37,1180,1051,84,1736,375,396,319,32,1034,886
38,373,999,1786,1587,1518,1740,1747,567,807,216
39,225,1529,60,26,40,65,17,16,21,25
40,1282,860,1601,1526,1901,1722,1533,1603,1234,1060
41,1507,1536,1915,1158,1459,1745,1250,218,1858,1590
42,727,292,119,1001,547,347,932,111,133,126
43,307,356,1029,493,501,633,756,57,110,94
44,1558,1456,1347,113,515,747,549,88,39,11
45,1178,1047,442,1825,1,1271,967,1306,1138,1326
46,309,1068,806,1242,1417,1604,37,402,548,284
47,713,77,583,650,274,322,88,404,167,263
48,1914,1752,1801,34,38,59,9,5,16,21
49,899,1712,1114,1878,869,745,927,828,1256,1494
50,784,257,1462,301,54,94,77,79,92,322
51,1071,721,291,1254,697,159,471,572,207,549
52,184,186,148,261,200,40,65,16,21,25
53,1741,226,137,549,41,135,95,310,59,69
54,1435,1785,1607,1084,113,652,42,932,376,41
55,1398,331,41,92,31,25,21,16,17,5
56,919,1057,1552,1274,1538,969,156,420,262,70
57,117,34,66,44,200,33,9,17,21,16
58,25,16,21,17,5,9,65,33,3,11
59,317,162,246,300,3,65,5,25,16,21
60,389,1442,1898,1017,847,578,777,313,262,611
61,1168,1263,467,252,1594,1271,46,559,1063,572
