0,1,2,3,4,5,6,7,8,9,10
0,26,16,21,25,17,5,9,65,11,101
1,1,823,780,11,17,5,16,21,25,9
2,701,747,2,542,688,45,39,112,78,11
3,922,1487,277,14,3,11,21,16,25,5
4,4,557,331,1208,946,423,512,1052,829,1166
5,1851,501,100,11,65,9,5,25,21,16
6,1445,692,6,302,239,194,153,9,21,16
7,647,493,1466,1544,75,1066,1770,7,1651,1632
8,1233,1156,1290,777,302,15,49,0,153,78
9,432,10,49,0,26,9,17,16,21,25
10,1248,1036,35,371,39,206,112,3,11,5
11,12,1743,1498,109,58,44,16,21,25,5
12,24,555,480,122,169,1330,1438,1736,1352,1332
13,839,732,166,359,20,39,206,11,9,5
14,484,1130,936,1805,717,1319,126,34,206,14
15,1094,1644,1769,334,243,74,316,78,65,16
16,1003,1321,241,1288,1036,463,220,108,28,304
17,10,204,764,78,65,17,25,16,21,5
18,1325,552,1153,243,43,101,3,9,17,25
19,0,1268,1267,1266,1265,1264,1263,1262,1261,1260
20,957,1650,18,1025,78,16,21,25,5,17
21,94,179,17,16,21,5,25,9,65,11
22,1289,1095,964,1312,1146,666,1763,1735,148,1044
23,397,1469,367,1582,1872,234,93,74,371,78
24,369,1110,1079,595,442,459,368,9,17,21
25,540,1068,1092,525,1017,1841,1143,577,659,1620
26,938,824,53,468,22,211,58,39,49,134
27,1476,1742,1825,504,679,988,73,17,25,16
28,689,948,1189,3,17,21,16,25,5,9
29,1063,1508,803,372,22,80,316,17,25,21
30,676,359,20,26,17,21,16,25,5,9
31,14,101,112,100,3,11,9,17,5,21
32,27,1120,1488,403,59,49,9,17,5,21
33,193,1565,703,74,31,59,40,11,65,17
34,763,29,91,259,40,11,25,16,21,5
35,30,168,17,16,21,25,5,9,65,11
36,239,21,16,25,5,17,998,9,11,65
37,32,1024,1175,375,395,317,1403,310,144,298
38,373,805,992,562,1715,841,213,1021,1124,764
39,222,1512,60,26,40,65,17,21,16,25
40,1276,857,228,1580,699,5,21,16,25,17
41,1830,1568,341,628,1025,74,371,31,65,9
42,724,994,543,234,3,9,5,21,16,25
43,305,355,1019,497,754,489,628,57,270,93
44,1334,745,111,511,87,39,11,5,21,16
45,961,1264,940,36,371,104,112,100,9,17
46,37,307,1239,1401,5,21,16,25,17,9
47,710,1717,261,87,165,0,153,101,100,11
48,1883,1733,1775,34,38,59,9,5,16,21
49,1697,1106,1818,743,1849,895,1267,1475,923,772
50,782,255,299,347,243,54,371,71,165,153
51,289,157,1062,718,545,693,468,1251,204,567
52,183,182,146,259,197,40,16,21,25,5
53,3,11,5,25,16,21,17,9,65,100
54,1420,1759,42,31,197,40,9,5,16,21
55,330,41,91,25,21,16,5,17,9,65
56,914,1535,1268,1047,154,419,260,963,284,43
57,115,34,66,44,197,33,9,21,16,25
58,0,1268,1267,1266,1265,1264,1263,1262,1261,1260
59,315,244,160,298,3,65,5,25,16,21
60,388,1008,846,775,311,66,39,206,78,9
61,1165,1571,1259,1264,250,567,231,38,239,5
62,428,47,153,5,16,21,25,17,9,65
63,881,584,3,5,16,21,25,17,9,65
64,672,60,57,234,40,3,9,17,5,25
65,1072,1294,1306,1566,199,552,48,88,259,197
66,1263,148,892,108,91,298,49,25,21,16
67,38,3,11,5,16,21,25,17,9,65
68,1191,372,35,211,153,112,3,11,9,5
69,50,261,74,39,17,16,21,25,5,9
