0,1,2,3,4,5,6,7,8,9,10
0,576,479,359,488,302,241,245,449,270,600
1,285,501,126,449,208,204,196,180,278,114
2,285,501,126,449,208,204,196,180,278,114
3,449,344,308,296,479,501,576,488,260,264
4,126,278,102,180,79,106,31,114,27,208
5,126,278,102,180,79,106,31,114,27,208
6,285,501,126,449,208,204,196,180,278,114
7,285,501,126,449,208,204,196,180,278,114
8,285,501,126,449,208,204,196,180,278,114
9,488,479,576,371,359,449,600,501,344,285
10,285,501,126,449,208,204,196,180,278,114
11,285,501,126,449,208,204,196,180,278,114
12,285,501,126,449,208,204,196,180,278,114
13,285,501,126,449,208,204,196,180,278,114
14,285,501,126,449,208,204,196,180,278,114
15,285,501,126,449,208,204,196,180,278,114
16,126,278,102,180,79,106,31,114,27,208
17,285,501,126,449,208,204,196,180,278,114
18,285,501,126,449,208,204,196,180,278,114
19,449,344,296,264,260,255,243,308,228,59
20,488,344,296,449,371,308,600,228,243,255
21,488,479,576,371,359,600,174,238,302,92
22,285,501,126,449,208,204,196,180,278,114
23,285,501,126,449,208,204,196,180,278,114
24,285,501,126,449,208,204,196,180,278,114
25,285,501,126,449,208,204,196,180,278,114
26,285,501,126,449,208,204,196,180,278,114
27,126,278,102,180,79,106,31,114,27,208
28,285,501,126,449,208,204,196,180,278,114
29,488,371,238,194,267,501,285,199,600,479
30,488,174,501,194,298,371,25,267,40,238
31,285,501,126,449,208,204,196,180,278,114
32,285,501,126,449,208,204,196,180,278,114
33,285,501,126,449,208,204,196,180,278,114
34,285,501,126,449,208,204,196,180,278,114
35,285,501,126,449,208,204,196,180,278,114
36,344,449,488,576,260,264,296,228,308,285
37,488,344,296,449,371,308,600,228,243,255
38,285,501,126,449,208,204,196,180,278,114
39,285,501,126,449,208,204,196,180,278,114
40,126,278,102,180,79,106,31,114,27,208
41,126,278,102,180,79,106,31,114,27,208
42,285,501,126,449,208,204,196,180,278,114
43,285,501,126,449,208,204,196,180,278,114
44,285,501,126,449,208,204,196,180,278,114
