0,1,2,3,4,5,6,7,8,9,10
0,26,16,21,25,17,5,9,65,11,103
1,1,817,11,17,5,16,21,25,9,65
2,693,101,680,738,2,543,823,45,39,114
3,915,1497,14,3,11,21,16,25,5,17
4,4,557,331,1208,425,515,940,1164,1052,70
5,504,1872,102,11,65,5,25,21,16,17
6,1452,6,684,302,241,154,9,16,21,25
7,496,640,1473,1551,75,1067,1789,7,1647,1667
8,1235,1295,807,1155,769,302,49,0,106,154
9,434,10,49,0,26,9,17,16,21,25
10,1250,1036,35,371,39,208,114,3,11,5
11,1760,12,1507,58,44,16,21,25,5,17
12,24,555,483,124,170,1338,173,1358,1757,1857
13,833,723,167,359,20,39,208,11,9,5
14,1129,930,1827,487,1702,709,128,34,208,14
15,1095,1659,1788,334,245,74,316,78,65,16
16,1004,1324,243,1293,1036,465,222,110,304,15
17,10,755,206,78,65,17,25,16,21,5
18,1329,809,1152,552,1259,245,43,103,3,9
19,0,1282,1281,1280,1279,1278,1277,1276,1275,1274
20,953,1664,18,1026,78,9,16,21,25,5
21,180,17,16,21,5,25,9,65,11,102
22,1294,1096,961,1782,658,1145,149,1045,409,204
23,398,1477,259,367,1597,1894,549,94,236,74
24,369,1111,1080,444,461,368,9,17,21,16
25,541,1018,1069,1094,526,1142,1634,1863,651,576
26,932,818,53,22,470,213,58,49,39,135
27,1485,1759,507,671,987,73,17,25,16,21
28,681,1189,943,3,17,21,16,25,5,9
29,1064,1516,1368,794,372,22,80,316,17,25
30,668,359,20,26,102,17,21,16,25,5
31,14,103,114,3,102,11,9,17,5,21
32,27,1120,1498,404,49,59,9,17,5,21
33,195,695,74,31,59,40,11,65,17,5
34,754,29,260,40,11,25,16,21,5,17
35,30,169,17,16,21,25,5,65,9,11
36,21,16,25,5,17,9,65,11,102,114
37,32,1025,1413,1174,375,396,317,310,145,298
38,1577,796,373,561,1729,835,215,1022,1124,755
39,224,1519,60,26,40,65,17,21,16,25
40,1281,852,1595,230,691,5,21,16,25,17
41,1851,1580,341,621,1026,74,371,31,65,9
42,716,993,544,236,3,11,9,5,21,16
43,305,355,492,1021,500,745,621,57,271,94
44,1341,736,113,514,88,39,11,5,21,16
45,1172,1269,958,934,36,80,371,106,114,102
46,37,307,1241,5,21,16,25,17,9,65
47,702,1731,262,88,166,0,154,103,102,65
48,1905,1748,1794,34,38,59,9,5,16,21
49,1710,734,1841,1107,887,1272,1870,764,1484,916
50,774,256,299,245,347,54,71,371,166,154
51,290,158,546,710,1062,685,1253,566,470,206
52,185,183,147,260,199,40,16,21,25,5
53,11,5,25,16,21,17,9,65,3,102
54,1429,1600,1778,42,31,199,40,9,5,16
55,330,41,92,25,21,16,5,17,9,65
56,1540,1273,155,906,960,419,261,285,88,43
57,117,34,66,44,199,33,21,16,25,5
58,0,1282,1281,1280,1279,1278,1277,1276,1275,1274
59,315,161,246,298,3,65,5,25,16,21
60,389,1009,767,311,66,39,208,154,78,9
61,1163,1584,1261,1269,252,566,233,241,38,5
62,430,47,1063,154,5,16,21,25,17,9
63,873,583,3,5,16,21,25,17,9,65
64,60,57,236,40,3,9,17,5,25,21
65,1073,1299,1310,1196,1578,201,552,48,89,260
66,1267,268,149,884,110,92,298,49,25,21
67,38,3,11,5,16,21,25,17,9,65
68,1191,372,35,213,14,154,114,3,102,11
69,50,262,74,39,17,16,21,25,5,9
70,333,771,1694,564,563,394,65,25,16,21
71,111,1425,1563,770,144,1266,1277,493,402,1152
72,1649,668,865,987,51,97,28,94,196,88
73,38,5,25,21,16,17,9,65,11,3
74,437,866,52,1331,1395,476,572,128,110,147
75,218,378,657,1371,607,497,53,399,601,191
76,578,71,31,11,9,17,5,21,16,25
77,1704,55,476,168,250,66,14,114,78,102
78,327,945,56,246,208,65,5,25,16,21
79,100,58,16,21,25,5,17,9,11,65
80,503,446,1786,1230,69,236,316,31,59,208
81,1581,28,94,298,33,21,16,25,17,5
82,632,1357,61,71,65,17,16,21,25,5
83,777,798,44,1363,21,16,123,5,25,17
84,62,1170,26,78,33,65,16,21,25,17
85,63,970,592,975,237,689,1611,194,113,1574
86,319,1284,407,174,115,572,83,88,14,0
87,64,388,1629,214,253,1483,382,145,572,755
88,1886,1455,1490,753,1708,764,728,536,128,16
89,830,463,167,769,317,311,45,14,114,3
90,595,8,313,67,262,89,88,106,9,17
91,712,1809,332,910,410,601,278,73,488,49
92,1007,1685,1335,1639,1132,989,910,1361,56,1045
93,1093,1262,1585,481,198,1362,140,1054,313,191
94,0,1282,1281,1280,1279,1278,1277,1276,1275,1274
95,1623,391,347,71,16,21,25,5,17,9
96,376,414,778,627,100,92,103,40,3,25
97,889,585,698,412,139,1689,661,1205,667,890
98,786,1701,642,508,695,226,34,262,59,14
99,510,1713,1722,665,76,988,426,549,299,306
100,11,16,21,5,25,17,9,65,3,102
101,519,41,65,25,21,16,5,17,9,11
102,780,1406,57,191,344,246,33,17,25,21
103,0,1282,1281,1280,1279,1278,1277,1276,1275,1274
104,672,16,21,25,5,17,65,9,1590,1763
105,523,954,350,488,39,25,16,21,5,17
106,814,81,87,447,864,80,59,102,9,17
107,242,48,488,65,17,21,16,25,5,9
108,82,926,788,384,1625,172,508,1068,318,42
