0,1,2,3,4,5,6,7,8,9,10
0,0,26,21,16,17,25,5,9,33,65
1,1,817,770,110,11,5,17,21,16,25
2,101,2,540,739,694,924,823,45,166,114
3,918,1497,719,503,276,14,11,3,9,25
4,4,556,1203,1866,510,1397,1046,330,942,907
5,1874,499,694,319,102,11,65,9,5,25
6,6,686,1237,1182,1454,301,240,196,155,102
7,643,1006,491,1476,1555,7,75,1061,1647,1670
8,807,1230,1289,1147,767,408,15,605,301,49
9,434,10,49,0,26,9,17,16,21,25
10,1244,1032,35,373,370,208,114,39,11,3
11,1765,12,1265,1769,1508,285,111,44,58,17
12,24,124,170,1334,173,1858,1762,1357,1663,1336
13,833,724,358,167,20,208,103,39,11,9
14,482,1827,1706,1122,932,709,128,1319,34,0
15,1088,1661,1197,447,333,72,953,141,73,74
16,998,1321,1287,1032,242,110,15,463,222,28
17,754,10,206,167,43,78,3,65,17,25
18,1326,809,551,1253,668,43,228,244,103,3
19,257,17,21,16,5,25,9,11,33,65
20,1667,955,18,1021,272,135,263,199,69,78
21,1445,1175,19,448,95,180,196,39,17,21
22,1786,963,829,731,1288,1312,1137,662,1753,150
23,1479,397,1897,1598,366,547,258,74,94,236
24,368,1073,1103,593,443,459,367,9,17,21
25,1012,1063,1086,523,538,1134,1635,1864,960,846
26,934,1771,53,22,467,213,49,58,315,31
27,1764,1486,1847,502,674,982,23,73,17,25
28,1184,945,684,17,21,16,25,5,9,33
29,1058,1518,1367,794,371,22,80,315,17,25
30,672,358,269,20,26,102,17,21,16,25
31,453,370,166,114,14,103,78,102,11,3
32,27,1112,1498,1691,416,274,49,403,59,31
33,195,760,1500,1822,1719,1450,1297,922,384,293
34,1826,753,366,522,154,29,259,92,315,40
35,1201,169,30,17,16,21,25,5,9,65
36,240,31,21,16,25,17,5,9,65,33
37,1169,1038,395,84,1736,374,32,316,1020,879
38,372,796,985,561,1511,1783,1578,1739,1746,835
39,224,1522,60,26,40,65,17,16,21,25
40,1276,853,1227,230,1596,1526,1593,1896,1721,1519
41,1146,1451,1499,1744,1529,1912,1851,1581,340,1604
42,716,289,541,119,987,369,924,111,206,126
43,304,354,1015,495,745,626,57,110,270,94
44,1551,1448,1339,113,509,737,543,88,39,11
45,1167,1819,1034,1091,440,1,1264,960,1298,1318
46,306,1052,795,1236,1408,1597,37,401,542,143
47,702,1733,77,642,576,319,272,88,403,307
48,1910,1751,1795,34,38,59,9,5,16,21
49,818,891,1099,1839,1267,1872,239,862,919,1249
50,772,255,1455,298,54,94,77,92,319,79
51,1056,710,288,687,1247,467,565,206,543,69
52,183,185,148,259,199,40,65,16,21,25
53,1740,225,1026,41,543,135,95,307,59,69
54,1428,1601,1070,644,42,924,375,133,41,45
55,1391,329,41,92,31,25,21,16,17,5
56,910,1042,1545,1531,1268,962,419,156,68,260
57,117,34,66,297,44,199,33,9,17,21
58,314,162,245,297,3,5,25,16,21,17
59,388,1003,1893,1435,840,571,765,310,260,604
60,1156,1256,464,1585,1264,250,553,1047,565,604
61,47,1057,430,366,1610,132,307,155,33,5
62,877,1294,1605,3,5,16,21,25,17,468
63,669,60,57,236,40,11,3,9,5,17
64,1067,1805,1191,1579,1293,201,551,1305,48,89
65,267,1262,888,533,150,110,92,297,49,25
66,38,11,3,5,17,16,21,25,9,65
67,1615,371,1186,213,35,199,106,114,155,14
68,50,74,261,39,17,16,21,25,5,9
69,332,1698,769,564,393,563,132,297,65,25
70,1423,1565,1144,768,1461,145,1261,1272,1537,488
71,1649,1803,868,742,672,982,51,97,94,28
72,1274,1338,89,38,9,5,17,25,21,16
73,869,437,52,1328,1632,708,1544,1161,1394,322
74,218,661,492,1370,377,53,611,398,191,605
75,578,559,71,31,11,9,5,17,21,16
76,1624,1708,378,55,168,473,248,480,66,83
77,326,947,56,245,116,448,77,576,642,543
78,100,58,16,21,25,17,5,9,33,65
79,445,1225,1707,498,236,106,59,315,208,69
80,1160,1582,167,94,28,297,33,9,25,21
81,637,860,887,61,1356,71,65,17,16,21
82,798,775,311,44,9,17,21,16,25,5
83,62,1165,227,26,78,33,65,21,16,25
84,63,237,970,973,596,799,1291,1173,990,1530
85,318,1279,406,174,690,572,83,88,106,0
86,64,1629,387,1177,214,1484,1582,695,146,754
87,1491,1888,1198,1457,729,533,128,762,66,21
88,830,831,1029,461,316,767,310,167,94,45
89,1916,599,8,67,312,88,106,261,102,17
90,1419,712,1808,1110,678,331,914,410,713,270
91,1001,1690,1333,1640,1536,1883,1446,984,914,56
92,198,950,1257,376,1195,1302,1085,1586,633,652
93,590,1017,70,49,78,21,16,25,17,5
94,1807,1623,390,704,71,346,16,21,25,5
95,621,943,1054,1384,1337,1701,1717,1557,1020,879
96,584,893,140,1694,699,894,412,1413,1200,535
97,786,645,357,1775,1705,984,696,175,329,503
98,670,505,666,1724,76,298,547,305,211,426
99,234,1696,1392,127,226,77,319,11,21,16
100,516,252,41,370,65,25,21,16,17,5
101,806,300,1506,1405,778,57,191,245,343,33
102,5,16,21,25,17,9,33,65,3,11
103,675,311,155,11,21,16,25,17,5,9
104,520,956,349,483,39,25,21,16,17,5
105,814,87,81,1876,446,1129,1045,867,80,59
106,475,48,483,65,17,21,16,25,5,9
107,928,1879,1625,383,788,1002,82,172,317,503
108,1066,1104,463,20,21,16,25,17,5,9
109,193,738,704,83,199,0,114,40,102,9
110,1290,737,43,132,297,26,17,16,21,25
111,1282,16,21,25,5,17,33,9,65,1510
112,120,108,459,162,111,373,208,102,9,5
113,671,647,1568,1533,1436,1528,1712,742,636,89
114,106,21,16,17,25,5,9,33,11,65
115,752,86,18,177,114,9,25,16,21,17
116,61,1007,1214,447,1135,156,68,141,312,448
117,1522,745,89,16,21,17,25,5,9,65
118,1383,15,33,16,21,25,17,5,65,9
119,1059,1590,1571,1892,1788,1877,865,913,834,822
120,192,1734,90,810,105,672,171,281,228,3
121,1462,40,102,5,21,16,25,17,9,65
122,91,1060,800,438,1409,1835,908,797,1108,1163
123,33,5,21,16,25,17,9,65,3,11
124,674,919,93,165,527,325,483,14,78,3
125,351,539,1082,612,583,232,734,1021,713,536
126,1396,96,1049,1777,1863,478,415,613,867,238
127,905,1316,1689,231,1214,470,305,427,1026,23
128,1275,1750,164,557,252,370,25,21,16,17
129,558,1064,1437,545,638,497,1620,37,123,210
130,468,895,1294,171,59,25,16,21,5,17
131,1652,120,992,1109,97,30,343,136,25,16
132,607,488,413,115,276,347,28,114,26,136
133,939,242,248,99,89,78,102,17,25,21
134,859,995,1693,1037,1901,207,750,287,588,1175
135,1682,1033,979,228,199,0,103,9,17,21
136,1785,1320,540,983,104,229,94,448,272,135
137,1430,1622,570,958,265,1846,983,333,105,51
138,1603,1644,106,102,11,5,21,16,25,17
139,1092,1072,1871,1800,1329,1375,745,774,611,1109
140,978,1809,676,458,231,656,1573,805,256,137
141,1665,160,1000,3,65,5,17,16,21,25
