0,1,2,3,4,5,6,7,8,9,10
0,329,346,373,283,266,297,242,448,576,228
1,329,346,373,266,297,283,576,242,448,172
2,329,346,373,266,297,283,576,242,448,172
3,283,297,266,244,206,373,180,346,172,199
4,329,346,373,242,204,448,228,174,74,106
5,329,346,373,242,204,448,228,174,74,106
6,329,346,373,266,297,283,576,242,448,172
7,329,346,373,266,297,283,576,242,448,172
8,329,346,373,266,297,283,576,242,448,172
9,373,346,329,283,266,206,448,297,228,242
10,329,346,373,266,297,283,576,242,448,172
11,329,346,373,266,297,283,576,242,448,172
12,329,346,373,266,297,283,576,242,448,172
13,329,346,373,266,297,283,576,242,448,172
14,329,346,373,242,204,448,228,174,74,106
15,329,346,373,266,297,283,576,242,448,172
16,329,346,373,242,204,448,228,174,74,106
17,373,346,329,244,266,206,283,172,297,180
18,329,346,373,266,297,283,576,242,448,172
19,329,346,373,266,242,283,244,297,228,206
20,297,283,266,373,346,329,206,244,180,199
21,297,206,266,283,373,346,199,172,180,329
22,329,346,373,266,297,283,576,242,448,172
23,329,346,373,266,297,283,576,242,448,172
24,329,346,373,266,297,283,576,242,448,172
25,329,346,373,266,297,283,576,242,448,172
26,329,346,373,266,297,283,576,242,448,172
27,329,346,373,242,204,448,228,174,74,106
28,329,346,373,266,297,283,576,242,448,172
29,266,283,297,206,244,199,180,172,373,346
30,329,346,373,228,448,242,297,174,283,266
31,329,346,373,266,297,283,576,242,448,172
32,329,346,373,266,297,283,576,242,448,172
33,329,346,373,266,297,283,576,242,448,172
34,329,346,373,266,297,283,576,242,448,172
35,329,346,373,266,297,283,576,242,448,172
36,266,283,297,373,346,329,448,206,244,475
37,297,283,266,373,346,329,206,244,180,199
38,329,346,373,266,297,283,576,242,448,172
39,329,346,373,266,297,283,576,242,448,172
40,329,346,373,242,204,448,228,174,74,106
41,329,346,373,242,204,448,228,174,74,106
42,329,346,373,266,297,283,576,242,448,172
43,329,346,373,266,297,283,576,242,448,172
44,329,346,373,266,297,283,576,242,448,172
45,329,346,373,242,204,448,228,174,74,106
46,283,297,266,244,206,373,180,346,172,199
47,329,346,373,242,204,448,228,174,74,106
48,329,346,373,266,297,283,576,242,448,172
49,329,346,373,266,297,283,576,242,448,172
50,329,346,373,266,297,283,576,242,448,172
51,329,346,373,266,297,283,576,242,448,172
52,329,346,373,266,297,283,576,242,448,172
53,283,297,266,244,206,373,180,346,172,199
54,329,346,373,242,204,448,228,174,74,106
55,329,346,373,266,297,283,576,242,448,172
56,329,346,373,266,297,283,576,242,448,172
57,329,346,373,266,297,283,576,242,448,172
58,373,346,329,244,266,206,283,172,297,180
59,329,346,373,266,297,283,576,242,448,172
60,329,346,373,266,297,283,576,242,448,172
61,329,346,373,242,204,448,228,174,74,106
62,297,283,266,373,346,329,206,244,180,199
63,329,346,373,266,297,283,576,242,448,172
64,329,346,373,242,204,448,228,174,74,106
65,329,346,373,266,297,283,576,242,448,172
66,329,346,373,242,204,448,228,174,74,106
67,329,346,373,266,297,283,576,242,448,172
68,283,297,266,244,206,373,180,346,172,199
69,346,329,373,242,228,266,283,448,297,204
70,329,346,373,266,297,283,576,242,448,172
71,329,346,373,266,297,283,576,242,448,172
72,329,346,373,242,204,448,228,174,74,106
73,329,346,373,266,297,283,576,242,448,172
74,329,346,373,266,297,283,576,242,448,172
75,329,346,373,266,297,283,576,242,448,172
76,329,346,373,266,297,283,576,242,448,172
77,329,346,373,266,297,283,576,242,448,172
78,346,283,329,373,297,266,448,242,228,576
79,329,346,373,266,297,283,576,242,448,172
80,373,346,329,283,266,206,448,297,228,242
81,283,297,266,244,206,346,155,180,329,199
82,329,373,346,448,242,228,576,297,475,527
83,259,269,208,343,370,102,346,297,527,240
84,329,346,373,266,297,283,576,242,448,172
85,329,346,373,266,297,283,576,242,448,172
86,329,346,373,266,297,283,576,242,448,172
87,283,297,266,244,206,373,180,346,172,199
88,329,346,373,266,297,283,576,242,448,172
89,329,346,373,242,204,448,228,174,74,106
90,329,346,373,266,297,283,576,242,448,172
91,329,346,373,266,297,283,576,242,448,172
92,329,373,346,448,242,228,576,297,475,527
93,283,373,266,297,346,329,208,206,199,180
94,329,373,346,576,448,527,283,242,475,266
95,329,346,373,242,204,448,228,174,74,106
96,329,346,373,266,297,283,576,242,448,172
97,329,346,373,242,204,448,228,174,74,106
98,329,346,373,266,297,283,576,242,448,172
99,373,346,329,244,266,206,283,172,297,180
100,283,297,266,244,206,373,180,346,172,199
101,329,346,373,266,297,283,576,242,448,172
102,283,297,266,244,206,199,373,180,346,155
103,266,297,283,206,244,199,172,155,180,346
104,329,346,373,266,297,283,576,242,448,172
105,329,346,373,266,297,283,576,242,448,172
106,297,283,266,199,172,206,244,180,346,373
107,329,346,373,242,204,448,228,174,74,106
108,266,297,283,329,346,373,206,244,199,180
109,329,346,373,242,204,448,228,174,74,106
110,329,346,373,45,269,242,31,448,204,49
111,346,373,329,448,242,228,576,174,204,114
112,329,346,373,266,297,283,576,242,448,172
113,373,346,329,283,266,206,448,297,228,242
114,329,346,373,266,242,283,244,297,228,206
115,283,297,266,244,206,373,180,346,172,199
116,329,346,373,266,297,283,576,242,448,172
117,283,266,297,329,346,373,244,155,180,172
118,283,266,297,244,206,172,199,180,346,373
119,329,346,373,266,297,283,576,242,448,172
120,283,266,297,244,206,172,199,180,346,373
121,283,297,266,244,206,373,180,346,172,199
122,329,346,373,266,297,283,576,242,448,172
123,373,346,242,329,448,297,228,204,266,576
124,329,346,373,242,204,448,228,174,74,106
125,329,346,373,242,204,448,228,174,74,106
126,329,346,373,266,297,283,576,242,448,172
127,329,346,373,266,297,283,576,242,448,172
128,283,329,266,297,373,346,228,242,206,448
129,373,346,329,283,266,206,448,297,228,242
130,329,346,373,242,204,448,228,174,74,106
131,283,297,266,244,206,199,373,180,346,155
132,329,346,373,266,297,283,576,242,448,172
133,329,346,373,266,297,283,576,242,448,172
134,329,346,373,242,204,448,228,174,74,106
135,329,346,373,242,204,448,228,174,74,106
136,373,329,346,228,448,242,576,204,174,297
137,329,346,373,266,297,283,576,242,448,172
138,283,297,266,244,206,373,180,346,172,199
139,329,346,373,266,297,283,576,242,448,172
140,283,266,297,206,329,346,373,448,180,244
141,329,346,373,266,297,283,576,242,448,172
142,329,346,373,266,297,283,576,242,448,172
143,329,346,373,242,204,448,228,174,74,106
144,283,297,266,244,206,373,180,346,172,199
145,297,283,266,244,172,180,199,206,329,373
146,329,346,373,242,204,448,228,174,74,106
147,329,346,373,242,204,448,228,174,74,106
148,297,283,266,206,329,244,373,346,172,180
149,329,346,373,266,297,283,576,242,448,172
150,266,297,283,329,346,373,206,244,199,180
151,283,297,266,244,206,373,180,346,172,199
152,329,346,373,266,297,283,576,242,448,172
153,329,346,373,242,204,448,228,174,74,106
154,329,346,373,242,204,448,228,174,74,106
155,329,297,283,266,346,206,373,242,448,228
156,329,346,373,266,297,283,576,242,448,172
157,329,346,373,242,204,448,228,174,74,106
