0,1,2,3,4,5,6,7,8,9,10
0,26,16,21,25,17,5,9,65,11,43
1,1,817,770,11,17,5,16,21,25,9
2,101,2,540,739,694,823,45,114,78,11
3,1497,918,276,14,3,11,21,16,25,5
4,4,556,330,1203,942,510,425,1046,1157,70
5,1874,499,102,11,65,9,5,25,21,16
6,1454,6,686,301,240,196,155,9,16,21
7,643,491,1476,1006,1555,1061,1791,75,1784,1670
8,1230,1147,807,767,301,15,49,0,106,155
9,434,10,49,0,26,9,17,16,21,25
10,1244,1032,35,370,39,208,114,3,11,5
11,1765,12,1508,111,58,44,16,21,25,5
12,24,554,124,479,170,173,1858,1336,1762,1357
13,833,724,167,358,20,39,208,11,9,5
14,482,1122,932,1827,1706,709,128,1319,34,208
15,1088,1661,333,244,74,315,78,65,16,21
16,998,1321,242,1287,1032,463,222,110,28,15
17,206,10,754,78,65,17,25,16,21,5
18,1326,809,551,1253,244,43,103,3,9,17
19,0,1286,1285,1284,1283,1282,1281,1280,1279,1278
20,955,1667,18,1021,78,9,16,21,25,5
21,95,180,17,16,21,5,25,9,65,11
22,1288,963,1312,1786,662,1137,1753,150,1039,408
23,1479,258,1598,366,397,1897,547,94,236,74
24,368,1103,1073,593,443,367,459,9,17,21
25,1012,1086,1063,523,1134,538,1635,1864,655,576
26,934,53,22,467,213,58,39,49,136,5
27,1764,1486,1847,502,674,982,73,17,25,16
28,684,945,1184,17,16,21,25,5,9,65
29,1058,1518,1367,794,371,22,80,315,17,25
30,672,358,20,26,102,17,21,16,25,5
31,14,103,114,3,102,11,9,17,5,21
32,27,1112,1498,403,49,59,9,17,5,21
33,195,1577,696,74,31,59,40,11,65,17
34,753,29,259,92,40,11,25,16,21,5
35,30,169,17,16,21,5,25,9,65,11
36,240,993,16,21,5,259,25,17,11,9
37,32,1020,1169,374,1410,316,309,146,297,114
38,1578,372,796,1731,561,985,835,215,1017,1116
39,224,1522,60,26,40,65,17,21,16,25
40,1276,853,230,1596,692,5,21,16,25,17
41,1581,1851,340,626,1021,74,370,31,9,25
42,716,987,541,236,3,11,9,5,21,16
43,304,354,1015,495,745,626,57,270,94,45
44,1339,113,737,509,88,39,11,5,21,16
45,1167,960,1264,936,36,80,370,106,114,102
46,37,306,1236,1408,5,21,16,25,17,9
47,702,1733,261,88,166,0,103,155,102,11
48,1910,1751,1795,34,38,59,9,5,16,21
49,735,1099,1839,818,1267,1872,891,762,1485,919
50,772,255,298,244,346,54,71,166,155,9
51,288,687,710,1056,543,1247,206,467,565,31
52,185,183,148,259,199,40,16,21,25,5
53,3,11,5,25,16,21,17,9,65,102
54,1428,1601,42,31,199,40,9,5,16,21
55,329,41,92,25,21,16,5,17,9,65
56,910,1545,1042,156,419,260,962,283,43,88
57,117,34,66,44,199,33,9,21,16,25
58,314,162,245,297,3,5,25,16,21,17
59,388,1003,840,765,310,66,39,208,155,78
60,1156,1585,1256,1264,250,565,233,38,240,5
61,430,47,1057,155,5,16,21,25,17,9
62,877,3,5,16,21,25,17,9,11,65
63,669,60,57,236,40,3,9,17,5,25
64,1067,1293,1579,1305,1191,201,551,48,89,199
65,888,267,1262,150,110,92,297,49,25,21
66,38,11,5,16,21,25,17,9,65,3
67,1186,371,35,213,14,114,155,3,102,11
68,50,261,74,39,17,16,21,25,5,9
69,332,769,1698,564,563,393,65,25,21,16
70,1423,1565,1144,768,145,1261,1272,111,488,401
71,1649,672,868,982,51,28,97,94,196,88
72,38,5,25,21,16,17,9,11,65,3
73,869,52,437,1328,1394,473,128,572,148,110
74,218,377,661,1370,492,611,77,605,53,398
75,578,71,31,11,9,17,5,21,16,25
76,55,1708,168,473,248,480,66,208,14,114
77,326,56,245,166,208,65,5,25,16,21
78,100,58,16,21,25,5,17,9,11,65
79,445,498,1225,69,236,315,31,208,59,106
80,1582,28,94,297,33,21,16,25,5,17
81,860,1356,637,61,71,65,17,16,21,25
82,775,798,44,1362,16,21,5,25,17,9
83,62,1165,26,78,33,65,16,21,25,17
84,63,970,237,596,1199,1554,973,1612,194,113
85,318,1279,406,174,572,83,88,14,0,106
86,64,387,695,1629,214,251,1484,381,146,572
87,1457,1888,1491,729,533,762,128,16,21,25
88,830,461,167,316,767,310,45,14,114,3
89,599,8,312,67,261,88,106,17,21,16
90,712,1808,331,410,914,311,276,73,483,106
91,1001,1690,1640,1333,984,914,56,34,276,45
92,198,1085,1257,1586,1361,1048,312,191,186,39
93,0,1286,1285,1284,1283,1282,1281,1280,1279,1278
94,1623,390,346,71,16,21,25,5,17,9
95,375,414,776,632,100,92,103,40,3,25
96,584,893,140,412,894,699,1694,1200,381,770
97,786,1705,645,1775,503,226,696,34,261,59
98,505,670,1724,76,298,426,547,222,305,80
99,127,11,16,21,5,25,17,9,65,3
100,516,41,65,25,21,16,5,17,9,11
101,778,57,191,343,245,33,17,25,21,16
102,0,1286,1285,1284,1283,1282,1281,1280,1279,1278
103,675,16,21,25,5,17,726,1349,1768,1591
104,520,956,349,483,25,16,21,5,17,9
105,814,87,81,446,867,80,59,102,9,17
106,475,48,483,65,17,21,16,25,5,9
107,82,928,383,788,1625,172,503,317,1002,42
108,1066,1104,463,20,16,21,25,5,17,629
109,738,193,704,83,0,199,114,40,102,9
110,43,26,16,21,25,17,5,474,9,65
111,0,1286,1285,1284,1283,1282,1281,1280,1279,1278
112,373,108,459,162,102,9,17,5,21,16
113,671,1568,1533,647,1712,1528,636,742,228,89
114,21,16,5,25,17,9,1713,65,1362,496
115,752,177,86,18,114,9,25,16,21,5
116,61,1007,196,80,88,166,26,103,155,5
117,89,16,21,25,5,17,9,65,11,102
118,0,1286,1285,1284,1283,1282,1281,1280,1279,1278
119,1059,886,1571,913,865,1485,822,626,1247,592
120,105,16,25,21,896,1171,5,17,667,65
121,1462,40,102,5,21,16,25,17,9,65
122,91,1060,438,800,908,1409,1163,641,797,1702
123,33,21,16,25,1460,5,17,65,9,1713
124,527,93,674,919,483,9,16,21,25,5
125,351,713,539,1082,10,94,259,136,103,65
126,478,1049,1777,1863,1396,415,867,613,244,228
127,1689,1316,23,305,229,270,245,73,59,103
128,1750,557,164,252,370,25,21,16,5,17
129,364,558,26,114,102,9,5,16,21,25
130,468,1294,895,171,59,25,16,21,5,17
131,16,21,25,5,17,9,65,11,3,102
132,607,488,115,413,347,28,276,136,26,114
133,939,242,99,248,78,102,17,25,16,21
134,287,859,553,995,1901,750,236,315,71,17
135,1033,1682,979,228,0,199,103,9,17,16
136,0,1286,1285,1284,1283,1282,1281,1280,1279,1278
137,1430,570,958,983,1622,265,1846,333,105,494
138,106,102,11,16,21,5,25,17,9,65
139,774,1072,1092,1329,471,1375,745,286,34,58
140,0,1286,1285,1284,1283,1282,1281,1280,1279,1278
141,1665,1000,160,65,17,5,16,21,25,9
142,606,435,143,107,563,525,39,0,65,9
143,898,639,1360,1727,815,1331,1815,1716,808,709
144,108,269,29,259,65,16,21,25,5,17
145,1150,16,1680,1642,1677,1323,511,1488,1141,21
146,112,89,59,14,11,5,21,16,25,17
147,677,1062,269,358,270,71,59,5,25,16
148,228,20,21,16,25,5,17,9,65,11
149,490,537,227,43,136,26,16,21,25,5
150,131,118,1914,689,164,165,467,370,16,21
151,526,217,1669,855,1395,1102,121,16,21,25
152,197,122,342,424,1630,1023,385,552,303,229
153,1689,74,40,9,5,16,21,25,17,65
154,123,508,798,220,196,89,114,5,21,16
155,0,1286,1285,1284,1283,1282,1281,1280,1279,1278
156,785,142,1861,1812,1440,1354,1310,1377,1580,1881
157,567,732,1068,617,70,126,69,31,106,114
158,1804,569,266,127,103,155,102,3,9,17
159,129,565,97,204,114,11,17,5,25,21
160,0,1286,1285,1284,1283,1282,1281,1280,1279,1278
161,5,16,21,25,17,9,11,65,3,102
162,1223,1576,777,14,106,9,17,5,21,16
163,565,270,106,3,11,65,5,16,21,25
164,1392,1774,1364,1050,1071,303,229,66,80,49
165,1703,1189,728,835,499,737,808,268,754,208
166,1574,1316,240,43,54,315,11,17,5,25
167,248,26,17,5,25,16,21,9,65,11
168,139,513,1604,546,663,1185,1687,345,90,625
169,184,844,1890,827,572,40,21,16,25,5
170,560,144,673,1402,1517,1845,1010,1374,1672,1546
171,1850,730,107,35,213,315,39,199,114,3
172,25,16,21,5,17,9,65,11,3,102
